"","married-slope_2022","married-slope_2023","married-acc_2022","married-acc_2023","married-steady_slope","married-val_2022","unmarried-slope_2022","unmarried-slope_2023","unmarried-acc_2022","unmarried-acc_2023","unmarried-steady_slope","unmarried-val_2022"
"Abbeville County, South Carolina",-164.89999999999998,-164.89999999999998,0.0,0.0,1.0,13492.0,"","","","","",3971.0
"Acadia Parish, Louisiana",-1780.1338766813278,-2475.779175847769,-647.019607847993,-744.2709904610238,0.0,34432.0,-275.46116677443206,-337.81362314159924,-62.35245636716335,-62.35245636716335,0.0,7885.0
"Accomack County, Virginia",-150.0042109042406,-263.1833748817444,-101.20895281172125,-125.14937513355108,0.0,18488.0,-45.04285714285714,-45.04285714285714,0.0,0.0,1.0,5339.0
"Ada County, Idaho",5591.460714285714,5591.460714285714,0.0,0.0,1.0,319232.0,2268.6642857142856,2268.6642857142856,0.0,0.0,1.0,88463.0
"Adair County, Iowa",-75.85357142857143,-75.85357142857143,0.0,0.0,1.0,4560.0,142.0082654785365,192.73793042078614,47.49531351329097,53.9640163792119,0.0,1624.0
"Adair County, Kentucky","","","","","",11587.0,"","","","","",2589.0
"Adair County, Missouri",206.37894311572018,245.38912411119964,39.0101809954743,39.0101809954743,0.0,12837.0,-315.9147020056844,-477.84327345341444,-151.09599225936836,-172.7611506303365,0.0,6919.0
"Adair County, Oklahoma",-232.6107142857143,-232.6107142857143,0.0,0.0,1.0,11226.0,47.467857142857135,47.467857142857135,0.0,0.0,1.0,2630.0
"Adams County, Colorado",4129.757142857142,4129.757142857142,0.0,0.0,1.0,318582.0,1673.935714285714,1673.935714285714,0.0,0.0,1.0,75668.0
"Adams County, Idaho",158.89752747253078,181.05961538461997,22.16208791208796,22.16208791208796,0.0,2963.0,23.160714285714285,23.160714285714285,0.0,0.0,1.0,883.0
"Adams County, Illinois",-734.6350840336236,-820.0867647058913,-85.4516806722686,-85.4516806722686,0.0,39062.0,252.47310924369958,280.2210084033577,27.74789915966327,27.74789915966327,0.0,12213.0
"Adams County, Indiana",557.4492700099945,809.862246721983,234.68842919338204,270.13752421722165,0.0,26002.0,-24.353943115715083,-38.9712669683322,-14.617323852618247,-14.617323852618247,0.0,4247.0
"Adams County, Iowa",-45.70714285714285,-45.70714285714285,0.0,0.0,1.0,2371.0,-10.083159522153437,-25.635743375867605,-14.055537598324008,-17.049630107198936,0.0,731.0
"Adams County, Mississippi",-161.40714285714284,-161.40714285714284,0.0,0.0,1.0,12489.0,"","","","","",5508.0
"Adams County, Nebraska",-174.19285714285715,-174.19285714285715,0.0,0.0,1.0,18211.0,-115.06347769877902,-136.21215255333664,-21.14867485455724,-21.14867485455724,0.0,5710.0
"Adams County, North Dakota",-71.60612475759626,-83.42916936005349,-11.823044602456408,-11.823044602456408,0.0,1500.0,12.258548804137263,13.492711700064774,1.2341628959275937,1.2341628959275937,0.0,418.0
"Adams County, Ohio",328.9485132514674,405.05064641241916,76.10213316095563,76.10213316095563,0.0,17450.0,-189.91881060117157,-220.51480284422723,-30.59599224305134,-30.59599224305134,0.0,3487.0
"Adams County, Pennsylvania",-142.23416304588318,-317.9105798006058,-159.0071105714742,-192.34572294229292,0.0,68373.0,143.7535714285714,143.7535714285714,0.0,0.0,1.0,14811.0
"Adams County, Washington",568.8854687064886,835.4346589148045,246.95033400168177,286.14804642205127,0.0,13089.0,36.13571428571427,36.13571428571427,0.0,0.0,1.0,1765.0
"Adams County, Wisconsin",92.50244020685932,117.88915643181099,25.386716224951083,25.386716224951083,0.0,12035.0,94.37142857142857,94.37142857142857,0.0,0.0,1.0,4659.0
"Addison County, Vermont","","","","","",22245.0,107.53571428571426,107.53571428571426,0.0,0.0,1.0,7011.0
"Adjuntas Municipio, Puerto Rico",-282.0035714285714,-282.0035714285714,0.0,0.0,1.0,7782.0,71.27499999999999,71.27499999999999,0.0,0.0,1.0,2268.0
"Aguada Municipio, Puerto Rico",-659.3892857142858,-659.3892857142858,0.0,0.0,1.0,19547.0,150.94642857142853,150.94642857142853,0.0,0.0,1.0,5110.0
"Aguadilla Municipio, Puerto Rico",-905.4285714285712,-905.4285714285712,0.0,0.0,1.0,23988.0,255.88928571428573,255.88928571428573,0.0,0.0,1.0,8526.0
"Aguas Buenas Municipio, Puerto Rico",-460.87500000000017,-460.87500000000017,0.0,0.0,1.0,10924.0,67.87857142857142,67.87857142857142,0.0,0.0,1.0,2792.0
"Aibonito Municipio, Puerto Rico",-364.3321428571429,-364.3321428571429,0.0,0.0,1.0,10157.0,126.6142857142857,126.6142857142857,0.0,0.0,1.0,3705.0
"Aiken County, South Carolina",793.7499999999999,793.7499999999999,0.0,0.0,1.0,102042.0,475.67499999999995,475.67499999999995,0.0,0.0,1.0,27399.0
"Aitkin County, Minnesota",-82.74642857142855,-82.74642857142855,0.0,0.0,1.0,9617.0,"","","","","",3103.0
"Alachua County, Florida",1643.35,1643.35,0.0,0.0,1.0,128721.0,888.0321428571428,888.0321428571428,0.0,0.0,1.0,80808.0
"Alamance County, North Carolina",1084.8964285714287,1084.8964285714287,0.0,0.0,1.0,98714.0,573.1249999999998,573.1249999999998,0.0,0.0,1.0,29215.0
"Alameda County, California",13292.710714285715,13292.710714285715,0.0,0.0,1.0,1011737.0,2768.1428571428564,2768.1428571428564,0.0,0.0,1.0,291376.0
"Alamosa County, Colorado",-309.6644460633397,-431.8914445787668,-114.15610861815003,-130.29788840794208,0.0,8893.0,-52.151890756307694,-69.51113445378724,-17.359243697479442,-17.359243697479442,0.0,2917.0
"Albany County, New York","","","","","",159163.0,722.5107142857144,722.5107142857144,0.0,0.0,1.0,75919.0
"Albany County, Wyoming",-210.9124111183628,-276.17162249522517,-65.2592113768592,-65.2592113768592,0.0,18168.0,-287.08922107306716,-350.3654007757141,-63.27617970265078,-63.27617970265078,0.0,12282.0
"Albemarle County, Virginia",495.35714285714283,495.35714285714283,0.0,0.0,1.0,65562.0,440.58571428571423,440.58571428571423,0.0,0.0,1.0,21941.0
"Alcona County, Michigan",-124.12857142857145,-124.12857142857145,0.0,0.0,1.0,6278.0,34.64285714285714,34.64285714285714,0.0,0.0,1.0,2189.0
"Alcorn County, Mississippi",-328.7535714285714,-328.7535714285714,0.0,0.0,1.0,19027.0,116.12499999999999,116.12499999999999,0.0,0.0,1.0,6163.0
"Aleutians East Borough, Alaska",62.98571428571429,62.98571428571429,0.0,0.0,1.0,1063.0,30.582142857142856,30.582142857142856,0.0,0.0,1.0,458.0
"Aleutians West Census Area, Alaska",92.40357142857144,92.40357142857144,0.0,0.0,1.0,2066.0,45.08928571428573,45.08928571428573,0.0,0.0,1.0,1007.0
"Alexander County, Illinois",-96.74642857142855,-96.74642857142855,0.0,0.0,1.0,2469.0,-29.550000000000004,-29.550000000000004,0.0,0.0,1.0,854.0
"Alexander County, North Carolina",169.08807369103306,214.382514544297,45.29444085326503,45.29444085326503,0.0,23769.0,274.96047342568636,419.71006943285465,134.2422430618899,155.2569489458474,0.0,5056.0
"Alexandria city, Virginia",1178.303571428571,1178.303571428571,0.0,0.0,1.0,79034.0,555.2571428571428,555.2571428571428,0.0,0.0,1.0,50772.0
"Alfalfa County, Oklahoma",-52.816985089331865,-96.78626255504787,-39.97053437901013,-47.96802055349872,0.0,3163.0,39.72471096739173,74.35738711804152,31.625888818731255,37.63946347986166,0.0,619.0
"Alger County, Michigan","","","","","",5441.0,68.71295913122594,104.29317712411284,33.10805861375775,38.05237736743402,0.0,1368.0
"Allamakee County, Iowa",-50.739285714285714,-50.739285714285714,0.0,0.0,1.0,9140.0,29.62142857142857,29.62142857142857,0.0,0.0,1.0,2788.0
"Allegan County, Michigan",308.2571428571428,308.2571428571428,0.0,0.0,1.0,82348.0,96.06428571428572,96.06428571428572,0.0,0.0,1.0,14572.0
"Allegany County, Maryland",-482.5857142857141,-482.5857142857141,0.0,0.0,1.0,34693.0,465.5225195810199,626.6575479656458,150.99412844001927,171.27592834054667,0.0,14447.0
"Allegany County, New York",-208.30357142857142,-208.30357142857142,0.0,0.0,1.0,26817.0,"","","","","",8026.0
"Alleghany County, North Carolina",135.17349610477686,249.00902005285025,102.89296486863168,124.77808302020276,0.0,7229.0,131.33466386554937,152.84936974790617,21.51470588235312,21.51470588235312,0.0,2070.0
"Alleghany County, Virginia",-187.14642857142857,-187.14642857142857,0.0,0.0,1.0,9112.0,-50.696153846161906,-65.93241758242584,-15.236263736264029,-15.236263736264029,0.0,2789.0
"Allegheny County, Pennsylvania",646.1864414997399,935.0883484163787,288.9019069166124,288.9019069166124,0.0,673563.0,3289.3785714285714,3289.3785714285714,0.0,0.0,1.0,300156.0
"Allen County, Indiana",813.4071428571428,813.4071428571428,0.0,0.0,1.0,227211.0,1031.1857142857139,1031.1857142857139,0.0,0.0,1.0,68610.0
"Allen County, Kansas",-138.75357142857143,-138.75357142857143,0.0,0.0,1.0,7021.0,-295.00963619351387,-398.63246354460716,-97.28905409252184,-109.95660059852526,0.0,1860.0
"Allen County, Kentucky",-269.3777957337152,-330.7633807369566,-61.385585003233565,-61.385585003233565,0.0,13168.0,109.64080514013767,176.41936399415135,61.497198874130845,72.05991883426032,0.0,2646.0
"Allen County, Ohio",-633.9607142857143,-633.9607142857143,0.0,0.0,1.0,53931.0,333.9964285714285,333.9964285714285,0.0,0.0,1.0,19950.0
"Allen Parish, Louisiana",-246.46071428571423,-246.46071428571423,0.0,0.0,1.0,10637.0,"","","","","",2483.0
"Allendale County, South Carolina",-81.25000000000001,-81.25000000000001,0.0,0.0,1.0,2595.0,34.646428571428565,34.646428571428565,0.0,0.0,1.0,1548.0
"Alpena County, Michigan",-299.37857142857143,-299.37857142857143,0.0,0.0,1.0,15674.0,107.99285714285712,107.99285714285712,0.0,0.0,1.0,6641.0
"Alpine County, California",50.29487718164273,55.45890433096429,5.164027149321138,5.164027149321138,0.0,844.0,18.086134453782506,21.73739495798418,3.65126050420173,3.65126050420173,0.0,211.0
"Amador County, California",566.046428571397,646.796428571397,80.7500000000006,80.7500000000006,0.0,23607.0,350.2704957835376,456.6993545219302,100.32616894364037,112.53154853106025,0.0,6528.0
"Amelia County, Virginia",98.13928571428569,98.13928571428569,0.0,0.0,1.0,9917.0,27.17958634905517,-2.378312459215522,-26.171837971727655,-32.94395964154501,0.0,1763.0
"Amherst County, Virginia","","","","","",18228.0,335.8251384869218,439.7664316855371,97.69613231596304,110.1864540858187,0.0,5733.0
"Amite County, Mississippi",-179.8281512605172,-213.53403361345408,-33.70588235294148,-33.70588235294148,0.0,6872.0,218.3988987505436,296.64853964746,72.78382892202717,83.71545285468528,0.0,2456.0
"Anchorage Municipality, Alaska",-1783.2935035552364,-2048.6745636715787,-265.3810601163567,-265.3810601163567,0.0,169394.0,447.5892857142856,447.5892857142856,0.0,0.0,1.0,51773.0
"Anderson County, Kansas","","","","","",5207.0,-63.08522947640813,-74.31729153199922,-11.23206205559169,-11.23206205559169,0.0,1004.0
"Anderson County, Kentucky","","","","","",15149.0,66.71071428571429,66.71071428571429,0.0,0.0,1.0,3578.0
"Anderson County, South Carolina",795.2999999999998,795.2999999999998,0.0,0.0,1.0,127145.0,528.9142857142856,528.9142857142856,0.0,0.0,1.0,29661.0
"Anderson County, Tennessee",662.8476405947586,790.2674854557845,127.4198448610222,127.4198448610222,0.0,46495.0,550.3507014513016,729.3272241428494,167.08995909043733,190.86308629286214,0.0,13509.0
"Anderson County, Texas","","","","","",27668.0,"","","","","",5601.0
"Andrew County, Missouri","","","","","",12085.0,-25.02551712992863,-33.92322236586915,-8.897705235940684,-8.897705235940684,0.0,2511.0
"Andrews County, Texas",354.7321428571429,354.7321428571429,0.0,0.0,1.0,13208.0,"","","","","",1623.0
"Androscoggin County, Maine","","","","","",62685.0,251.2464285714285,251.2464285714285,0.0,0.0,1.0,22675.0
"Angelina County, Texas","","","","","",48550.0,381.2947802198032,431.4623626373941,50.16758241758293,50.16758241758293,0.0,11025.0
"Anne Arundel County, Maryland",3073.039285714285,3073.039285714285,0.0,0.0,1.0,378467.0,917.7071428571429,917.7071428571429,0.0,0.0,1.0,86168.0
"Anoka County, Minnesota",950.7249999999998,950.7249999999998,0.0,0.0,1.0,238961.0,790.0964285714284,790.0964285714284,0.0,0.0,1.0,51633.0
"Anson County, North Carolina",-583.3624757595826,-653.452650290943,-70.09017453135209,-70.09017453135209,0.0,9687.0,104.16071428571429,104.16071428571429,0.0,0.0,1.0,4026.0
"Antelope County, Nebraska",-58.84285714285714,-58.84285714285714,0.0,0.0,1.0,4228.0,30.95357142857143,30.95357142857143,0.0,0.0,1.0,1242.0
"Antrim County, Michigan","","","","","",15915.0,267.6728105470538,361.3402134180069,87.88472313019156,99.45008260756003,0.0,4033.0
"Apache County, Arizona",-384.89642857142866,-384.89642857142866,0.0,0.0,1.0,30011.0,99.49999999999994,99.49999999999994,0.0,0.0,1.0,7570.0
"Appanoose County, Iowa",-117.05803167421254,-129.50163219134265,-12.443600517130104,-12.443600517130104,0.0,7370.0,"","","","","",2201.0
"Appling County, Georgia",-120.54068784415722,-223.51319736242294,-93.31087050757924,-112.63414853888389,0.0,11427.0,-46.285714285714285,-46.285714285714285,0.0,0.0,1.0,1928.0
"Appomattox County, Virginia",144.76428571428573,144.76428571428573,0.0,0.0,1.0,10548.0,159.31763089852757,181.8378312863715,22.520200387847645,22.520200387847645,0.0,2332.0
"Aransas County, Texas","","","","","",13974.0,106.81785714285714,106.81785714285714,0.0,0.0,1.0,4952.0
"Arapahoe County, Colorado",5057.085714285714,5057.085714285714,0.0,0.0,1.0,399002.0,2011.2000000000003,2011.2000000000003,0.0,0.0,1.0,116711.0
"Archer County, Texas",-83.96785714285714,-83.96785714285714,0.0,0.0,1.0,5915.0,27.21785714285714,27.21785714285714,0.0,0.0,1.0,1127.0
"Archuleta County, Colorado",394.9475436328503,442.15665804785385,47.20911441499721,47.20911441499721,0.0,9496.0,83.5035714285714,83.5035714285714,0.0,0.0,1.0,2093.0
"Arecibo Municipio, Puerto Rico",-1237.0357142857144,-1237.0357142857144,0.0,0.0,1.0,38586.0,284.4321428571428,284.4321428571428,0.0,0.0,1.0,12266.0
"Arenac County, Michigan",-129.81071428571428,-129.81071428571428,0.0,0.0,1.0,8967.0,47.271428571428565,47.271428571428565,0.0,0.0,1.0,2917.0
"Arkansas County, Arkansas",-109.38928571428572,-109.38928571428572,0.0,0.0,1.0,10044.0,-181.8448787033558,-262.37120205909014,-74.18482008567298,-86.86782662290716,0.0,3108.0
"Arlington County, Virginia",2349.7428571428563,2349.7428571428563,0.0,0.0,1.0,124091.0,706.6,706.6,0.0,0.0,1.0,81425.0
"Armstrong County, Pennsylvania",-314.4642857142857,-314.4642857142857,0.0,0.0,1.0,42356.0,83.05714285714284,83.05714285714284,0.0,0.0,1.0,11519.0
"Armstrong County, Texas","","","","","",1406.0,"","","","","",177.0
"Aroostook County, Maine",-479.3785714285715,-479.3785714285715,0.0,0.0,1.0,39486.0,391.4705917611718,523.602783113718,123.47947642739018,140.78490629171574,0.0,13982.0
"Arroyo Municipio, Puerto Rico",-378.3,-378.3,0.0,0.0,1.0,5721.0,187.08767479285598,264.26799692213535,71.73933418972956,82.62131005766787,0.0,2283.0
"Arthur County, Nebraska",41.29093712195754,60.73267022892833,17.94236156327679,20.941104650460147,0.0,350.0,-12.645072040730156,-16.60371062462218,-3.7459060549171,-4.17137111274792,0.0,55.0
"Ascension Parish, Louisiana",1237.3,1237.3,0.0,0.0,1.0,84321.0,306.80714285714294,306.80714285714294,0.0,0.0,1.0,14111.0
"Ashe County, North Carolina","","","","","",17691.0,"","","","","",4452.0
"Ashland County, Ohio",-305.4428571428571,-305.4428571428571,0.0,0.0,1.0,34174.0,145.89285714285714,145.89285714285714,0.0,0.0,1.0,8523.0
"Ashland County, Wisconsin",160.8911098241806,230.29834067448974,65.22969188589923,73.58476981521744,0.0,9095.0,46.774999999999984,46.774999999999984,0.0,0.0,1.0,3784.0
"Ashley County, Arkansas",-172.05,-172.05,0.0,0.0,1.0,12005.0,118.64227537169063,135.80646412411443,17.16418875242408,17.16418875242408,0.0,3088.0
"Ashtabula County, Ohio",-757.7714285714285,-757.7714285714285,0.0,0.0,1.0,52523.0,171.77142857142854,171.77142857142854,0.0,0.0,1.0,18145.0
"Asotin County, Washington","","","","","",12277.0,93.77499999999999,93.77499999999999,0.0,0.0,1.0,5016.0
"Assumption Parish, Louisiana",-210.38214285714287,-210.38214285714287,0.0,0.0,1.0,12445.0,52.08214285714284,52.08214285714284,0.0,0.0,1.0,3209.0
"Atascosa County, Texas",204.21428571428572,204.21428571428572,0.0,0.0,1.0,30041.0,91.54285714285714,91.54285714285714,0.0,0.0,1.0,4849.0
"Atchison County, Kansas","","","","","",8828.0,-133.7230446024696,-155.92569489335438,-22.202650290885952,-22.202650290885952,0.0,2369.0
"Atchison County, Missouri",-59.099999999999994,-59.099999999999994,0.0,0.0,1.0,3242.0,-108.56254611164331,-147.41463438794017,-36.454212459948394,-41.24996409387677,0.0,979.0
"Athens County, Ohio","","","","","",26557.0,"","","","","",17728.0
"Atkinson County, Georgia",283.29353339225054,392.4438063427806,101.09383755147792,117.2067083416332,0.0,5408.0,-73.93426252529025,-102.88142728898674,-27.159771601339344,-30.73455792616096,0.0,1008.0
"Atlantic County, New Jersey","","","","","",154504.0,953.0515029089293,1064.4963962508773,111.44489334195194,111.44489334195194,0.0,45171.0
"Atoka County, Oklahoma",211.73539438843727,298.09416227042675,80.97522086979734,91.74231488764781,0.0,7987.0,-24.848434817045927,-53.402787335217,-25.846961870671294,-31.26174316820834,0.0,1822.0
"Attala County, Mississippi",-204.23928571428576,-204.23928571428576,0.0,0.0,1.0,8413.0,42.44072398190474,51.661797026506974,9.221073044602571,9.221073044602571,0.0,2513.0
"Audrain County, Missouri",-122.61785714285712,-122.61785714285712,0.0,0.0,1.0,14173.0,-119.38673238526826,-146.99225921137986,-27.60552682611499,-27.60552682611499,0.0,3843.0
"Audubon County, Iowa",-64.19642857142856,-64.19642857142856,0.0,0.0,1.0,3495.0,"","","","","",1147.0
"Auglaize County, Ohio",-219.41071428571428,-219.41071428571428,0.0,0.0,1.0,31099.0,122.7071428571428,122.7071428571428,0.0,0.0,1.0,7457.0
"Augusta County, Virginia","","","","","",49504.0,272.725,272.725,0.0,0.0,1.0,11474.0
"Aurora County, South Dakota",-25.057142857142857,-25.057142857142857,0.0,0.0,1.0,1738.0,-39.33913141861558,-60.6859765695408,-19.76734540236157,-22.926344899605283,0.0,433.0
"Austin County, Texas",200.75357142857143,200.75357142857143,0.0,0.0,1.0,21053.0,111.62786377966404,174.20654655620456,57.35708900694226,67.8002765387755,0.0,3295.0
"Autauga County, Alabama",378.4665700048208,598.4764457345009,198.68508941183973,241.3346620620723,0.0,37951.0,145.32499999999996,145.32499999999996,0.0,0.0,1.0,8243.0
"Avery County, North Carolina",415.0377590060234,666.9859831631184,232.19640164355224,271.7000466936588,0.0,10113.0,-42.89999999999999,-42.89999999999999,0.0,0.0,1.0,2459.0
"Avoyelles Parish, Louisiana",-323.0964285714286,-323.0964285714286,0.0,0.0,1.0,17693.0,115.06428571428573,115.06428571428573,0.0,0.0,1.0,6538.0
"Añasco Municipio, Puerto Rico",-504.2214285714285,-504.2214285714285,0.0,0.0,1.0,11609.0,75.3,75.3,0.0,0.0,1.0,3366.0
"Baca County, Colorado",-33.83571428571428,-33.83571428571428,0.0,0.0,1.0,2265.0,55.06097285068063,62.77768261150777,7.716709760827382,7.716709760827382,0.0,759.0
"Bacon County, Georgia",94.45644770562649,207.10656801611185,102.65018315282214,122.6500574627571,0.0,5810.0,"","","","","",1702.0
"Bailey County, Texas",-146.76071428571427,-146.76071428571427,0.0,0.0,1.0,2695.0,"","","","","",831.0
"Baker County, Florida","","","","","",15643.0,162.1344641931355,236.7346671000123,68.12728938038344,81.07311643006324,0.0,3161.0
"Baker County, Georgia",-102.67899159664375,-113.11596638655828,-10.436974789915997,-10.436974789915997,0.0,1432.0,"","","","","",391.0
"Baker County, Oregon",-54.867713786661625,-85.41095159947872,-27.392156867286758,-33.69431875785813,0.0,9964.0,77.40357142857142,77.40357142857142,0.0,0.0,1.0,3924.0
"Baldwin County, Alabama",2959.296428571428,2959.296428571428,0.0,0.0,1.0,157691.0,1009.5749999999998,1009.5749999999998,0.0,0.0,1.0,35418.0
"Baldwin County, Georgia","","","","","",18398.0,-523.9966224951786,-609.3109405300929,-85.3143180349071,-85.3143180349071,0.0,8536.0
"Ballard County, Kentucky",-57.87499999999998,-57.87499999999998,0.0,0.0,1.0,5213.0,-121.5237071751908,-138.72587265676702,-17.202165481577488,-17.202165481577488,0.0,1019.0
"Baltimore County, Maryland",1069.2999999999997,1069.2999999999997,0.0,0.0,1.0,476002.0,1927.8912895927788,2162.6154330963036,234.72414350355436,234.72414350355436,0.0,144989.0
"Baltimore city, Maryland",-3977.436051607132,-6094.327733039856,-1940.8591901626205,-2292.924172581872,0.0,192121.0,1421.3499999999997,1421.3499999999997,0.0,0.0,1.0,162255.0
"Bamberg County, South Carolina",-303.8505009696237,-341.09403684551944,-37.24353587588954,-37.24353587588954,0.0,5696.0,"","","","","",2088.0
"Bandera County, Texas","","","","","",13729.0,71.93928571428572,71.93928571428572,0.0,0.0,1.0,3432.0
"Banks County, Georgia","","","","","",12556.0,238.73673256859183,342.4503359682858,96.70706744480412,110.72013934054121,0.0,2057.0
"Banner County, Nebraska","","","","","",582.0,-6.725,-6.725,0.0,0.0,1.0,44.0
"Bannock County, Idaho",536.7342760181637,606.9060601163947,70.17178409825488,70.17178409825488,0.0,54386.0,211.30714285714282,211.30714285714282,0.0,0.0,1.0,15158.0
"Baraga County, Michigan",180.78183581127087,213.35261797028943,32.570782159017746,32.570782159017746,0.0,4573.0,23.642857142857142,23.642857142857142,0.0,0.0,1.0,1421.0
"Barber County, Kansas",-146.91961861668824,-167.15265029089642,-20.233031674208636,-20.233031674208636,0.0,2732.0,"","","","","",837.0
"Barbour County, Alabama",-271.50357142857143,-271.50357142857143,0.0,0.0,1.0,10217.0,"","","","","",3524.0
"Barbour County, West Virginia",-118.78571428571426,-118.78571428571426,0.0,0.0,1.0,8831.0,62.38928571428571,62.38928571428571,0.0,0.0,1.0,2598.0
"Barceloneta Municipio, Puerto Rico",-389.0464285714286,-389.0464285714286,0.0,0.0,1.0,8396.0,78.65357142857142,78.65357142857142,0.0,0.0,1.0,3097.0
"Barnes County, North Dakota",-61.54642857142856,-61.54642857142856,0.0,0.0,1.0,6197.0,33.97857142857143,33.97857142857143,0.0,0.0,1.0,2552.0
"Barnstable County, Massachusetts",2694.7956205559894,3105.8371525534894,411.04153199741774,411.04153199741774,0.0,140747.0,321.45,321.45,0.0,0.0,1.0,46545.0
"Barnwell County, South Carolina",-249.19285714285715,-249.19285714285715,0.0,0.0,1.0,8917.0,"","","","","",3690.0
"Barranquitas Municipio, Puerto Rico",-477.98571428571427,-477.98571428571427,0.0,0.0,1.0,12834.0,55.45714285714287,55.45714285714287,0.0,0.0,1.0,2617.0
"Barren County, Kentucky",-203.25357142857138,-203.25357142857138,0.0,0.0,1.0,25529.0,183.1107142857143,183.1107142857143,0.0,0.0,1.0,7545.0
"Barron County, Wisconsin",95.40638332258095,130.48185197157727,35.075468648997536,35.075468648997536,0.0,28432.0,67.80714285714285,67.80714285714285,0.0,0.0,1.0,8465.0
"Barrow County, Georgia",885.6714285714286,885.6714285714286,0.0,0.0,1.0,53912.0,152.3035714285714,152.3035714285714,0.0,0.0,1.0,8757.0
"Barry County, Michigan",654.6653584241867,937.099262803793,263.2370718042512,301.6307369639544,0.0,42789.0,194.125,194.125,0.0,0.0,1.0,9458.0
"Barry County, Missouri",-310.5611006319523,-479.50130750983953,-154.92550100121298,-182.95491276678513,0.0,23124.0,-55.52857142857143,-55.52857142857143,0.0,0.0,1.0,4758.0
"Bartholomew County, Indiana",142.15714285714284,142.15714285714284,0.0,0.0,1.0,51353.0,280.0357142857143,280.0357142857143,0.0,0.0,1.0,14507.0
"Barton County, Kansas",-284.1714285714286,-284.1714285714286,0.0,0.0,1.0,14925.0,"","","","","",4385.0
"Barton County, Missouri",-185.12857142857143,-185.12857142857143,0.0,0.0,1.0,7465.0,37.04285714285714,37.04285714285714,0.0,0.0,1.0,1738.0
"Bartow County, Georgia",562.2892857142857,562.2892857142857,0.0,0.0,1.0,72260.0,213.27857142857144,213.27857142857144,0.0,0.0,1.0,12331.0
"Bastrop County, Texas",1309.5428571428572,1309.5428571428572,0.0,0.0,1.0,63327.0,629.5274725275231,695.6868131868541,66.1593406593403,66.1593406593403,0.0,11563.0
"Bates County, Missouri",-143.42857142857142,-143.42857142857142,0.0,0.0,1.0,9946.0,26.049860537052155,76.72783944010735,45.609728528641426,55.74622928338067,0.0,2327.0
"Bath County, Kentucky",209.59521920233965,266.85071371123195,54.026987722225385,60.4840012968034,0.0,8001.0,"","","","","",1765.0
"Bath County, Virginia",-64.81071428571427,-64.81071428571427,0.0,0.0,1.0,2232.0,"","","","","",1048.0
"Baxter County, Arkansas",-268.8822294026613,-454.7410871088505,-168.88418449707387,-202.83353090555465,0.0,26436.0,258.94406916612934,291.7567711700103,32.8127020038787,32.8127020038787,0.0,8537.0
"Bay County, Florida",737.95,737.95,0.0,0.0,1.0,105222.0,154.42499999999993,154.42499999999993,0.0,0.0,1.0,31904.0
"Bay County, Michigan",-940.4285714285716,-940.4285714285716,0.0,0.0,1.0,57560.0,232.03214285714287,232.03214285714287,0.0,0.0,1.0,20590.0
"Bayamón Municipio, Puerto Rico",-2769.4821428571427,-2769.4821428571427,0.0,0.0,1.0,79483.0,511.5571428571427,511.5571428571427,0.0,0.0,1.0,27529.0
"Bayfield County, Wisconsin",229.6520685197247,260.10003232062445,30.447963800904848,30.447963800904848,0.0,10711.0,-20.738299935361283,-29.976826115063886,-9.238526179702752,-9.238526179702752,0.0,3132.0
"Baylor County, Texas","","","","","",2503.0,"","","","","",569.0
"Beadle County, South Dakota",139.96071428571426,139.96071428571426,0.0,0.0,1.0,12635.0,-117.24856173239095,-131.92034583064378,-14.671784098255088,-14.671784098255088,0.0,2794.0
"Bear Lake County, Idaho",136.51197478992253,158.43004201680742,21.9180672268909,21.9180672268909,0.0,4852.0,24.813800368458033,45.013281447812915,18.365330752181762,22.033631405851338,0.0,694.0
"Beaufort County, North Carolina",-260.35714285714283,-260.35714285714283,0.0,0.0,1.0,26301.0,-157.03555268263153,-194.9224305106909,-37.88687782805409,-37.88687782805409,0.0,7300.0
"Beaufort County, South Carolina",1940.7571428571428,1940.7571428571428,0.0,0.0,1.0,120607.0,525.0607142857144,525.0607142857144,0.0,0.0,1.0,29186.0
"Beauregard Parish, Louisiana",-191.65715769305825,-299.0117777585983,-99.86888602498584,-114.8403541004518,0.0,23009.0,97.88214285714282,97.88214285714282,0.0,0.0,1.0,4757.0
"Beaver County, Oklahoma",-57.09642857142857,-57.09642857142857,0.0,0.0,1.0,3369.0,"","","","","",681.0
"Beaver County, Pennsylvania",-761.1857142857144,-761.1857142857144,0.0,0.0,1.0,100054.0,417.95357142857137,417.95357142857137,0.0,0.0,1.0,31268.0
"Beaver County, Utah",105.4892857142857,105.4892857142857,0.0,0.0,1.0,5713.0,"","","","","",484.0
"Beaverhead County, Montana","","","","","",5800.0,43.76428571428572,43.76428571428572,0.0,0.0,1.0,2279.0
"Becker County, Minnesota",120.44642857142858,120.44642857142858,0.0,0.0,1.0,22981.0,200.36391727998853,270.7628435306251,65.33381815280518,75.46403434309832,0.0,5611.0
"Beckham County, Oklahoma",-607.5791047188395,-688.7738364576944,-81.19473173885049,-81.19473173885049,0.0,10294.0,"","","","","",3554.0
"Bedford County, Pennsylvania",-197.12142857142854,-197.12142857142854,0.0,0.0,1.0,31781.0,108.96785714285714,108.96785714285714,0.0,0.0,1.0,7987.0
